@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
12492,2509,10321,1311,0,12774,2593,9026,1521,0,9525,1687,8554,1233,0,10696,1765,6305,1138,0,12164,2297,6418,1751,0,10145,2611,3495,1664,0,8851,3670,2097,1194,0,1.11,1.36,1.07,1.73,2.11,4.11,5.74,0.9,0.74,0.93,0.58,0.47,0.24,0.17,9983,10181,7838,8931,9867,7534,5181,9010,7505,7321,5167,4667,1831,903,01/03/16/01@11/04/01@11/04/03@12/01
6665,1782,5787,908,0,7943,2132,6565,1131,0,4033,1207,3204,847,0,4979,1009,3659,689,0,5605,1369,4913,1122,0,7651,2069,6392,1385,0,4784,818,4410,620,0,1,1.07,1.2,1.34,1.12,1.11,1.05,1,0.93,0.83,0.75,0.89,0.9,0.95,4883,5811,2826,3970,4236,5582,3966,4879,5434,2357,2970,3791,5007,3790,14/07/05@14/10@14/13/01/01@16/01@16/19/03
4286,2348,3222,1179,0,3805,2359,2661,1450,0,4564,2018,5011,1580,0,4046,1611,3754,1197,0,2613,1536,2014,991,0,4364,2543,4006,1812,0,2812,1144,2042,827,0,0.95,1.19,0.74,0.95,1.05,0.83,1.37,1.05,0.84,1.35,1.05,0.95,1.2,0.73,1938,1446,2546,2435,1077,1821,1668,2043,1211,3431,2557,1023,2194,1215,10/01/05/03
3990,1835,3326,951,0,4043,2177,3350,1318,0,2849,1334,2776,958,0,2554,1009,2240,660,0,3351,1298,3255,1199,0,3918,2116,4486,1720,0,2195,820,2344,649,0,0.91,0.92,0.83,0.98,1,0.65,0.81,1.1,1.09,1.2,1.02,1,1.54,1.23,2155,1866,1515,1545,2053,1802,1375,2375,2032,1818,1580,2056,2766,1695,11/04/03/01@16/03/03
6802,2301,5687,1142,0,5187,2543,4062,1546,0,9700,2035,9524,1546,0,7173,1822,7547,1488,0,3585,1540,3279,1064,0,5783,2591,7443,1874,0,5086,1208,3876,915,0,0.99,1.05,0.96,0.88,0.92,0.57,1.31,1.01,0.95,1.04,1.14,1.09,1.75,0.76,4501,2644,7665,5351,2045,3192,3878,4545,2516,7978,6059,2215,5569,2961,14/10@16/07@20/09/14@42/04/03@43/01/03/05
4765,1811,3432,939,0,7013,2109,5116,1219,0,4060,1345,3267,985,0,3829,1126,3087,735,0,4460,1559,4512,1459,0,5055,2072,9705,1626,0,2796,832,5235,672,0,1.18,1.26,1.19,1.15,0.95,0.37,0.43,0.85,0.79,0.84,0.87,1.05,2.7,2.33,2954,4904,2715,2703,2901,2983,1964,2493,3897,2282,2352,3053,8079,4563,02/11@02/13@02/45/15@14/10@16/07@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
3093,2282,1706,1135,0,3222,2495,2056,1456,0,4152,1962,3481,1485,0,2908,1506,2218,1080,0,2064,1374,1494,1019,0,3273,2350,2888,1757,0,2288,1088,1500,771,0,1.42,1.21,1.1,1.23,1.45,0.82,1.65,0.7,0.83,0.91,0.81,0.69,1.22,0.61,811,727,2190,1402,690,923,1200,571,600,1996,1138,475,1131,729,10/01/02@10/01/03/05@10/03/01@10/03/02
4933,2372,3811,1169,0,3988,2528,3037,1476,0,6889,2073,6358,1536,0,4274,1648,3525,1159,0,2418,1416,1799,1018,0,4088,2471,3819,1756,0,3038,1146,2955,866,0,0.97,0.94,1,1.11,1.28,0.78,0.91,1.03,1.06,1,0.9,0.78,1.28,1.1,2561,1460,4816,2626,1002,1617,1892,2642,1561,4822,2366,781,2063,2089,01/06@14/07/01@14/07/11
5509,1820,4472,909,0,5265,2032,3699,1164,0,3757,1208,2412,867,0,4024,1087,2296,750,0,5234,1451,3418,1410,0,6048,2105,4429,1549,0,2822,794,2409,620,0,1.04,1.28,1.65,1.9,1.88,1.37,1.13,0.96,0.78,0.61,0.53,0.53,0.73,0.88,3689,3233,2549,2937,3783,3943,2028,3563,2535,1545,1546,2008,2880,1789,01/06@10/01/09/05@11/02/03/04/01@32/01/06@34/11/09
4283,1759,3756,901,0,4183,2133,3439,1204,0,2686,1238,2567,905,0,3137,1132,2632,793,0,4313,1603,3981,1615,0,4916,2074,3930,1600,0,2519,763,2441,620,0,0.88,0.92,0.87,1.09,1.15,1.22,0.96,1.14,1.09,1.15,0.92,0.87,0.82,1.04,2524,2050,1448,2005,2710,2842,1756,2855,2235,1662,1839,2366,2330,1821,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
7598,1796,6584,914,0,8964,2087,6700,1183,0,4619,1128,3450,781,0,5355,1034,3177,675,0,6512,1350,5265,1222,0,8388,2145,6733,1477,0,4903,809,2754,633,0,1.02,1.25,1.31,1.73,1.28,1.19,1.93,0.98,0.8,0.76,0.58,0.78,0.84,0.52,5802,6877,3491,4321,5162,6243,4094,5670,5517,2669,2502,4043,5256,2121,01/03/04@01/04@16/19/03
3714,2268,2480,1100,0,4340,2543,3524,1482,0,3092,1503,2863,1043,0,3319,1352,4298,874,0,3149,1750,2574,1348,0,3602,2417,4152,1541,0,2429,1534,2951,1448,0,1.05,0.88,0.87,0.57,1.14,0.45,0.6,0.95,1.14,1.15,1.75,0.88,2.22,1.67,1446,1797,1589,1967,1399,1185,895,1380,2042,1820,3424,1226,2611,1503,01/07/01
4362,1694,3484,884,0,5322,1957,3970,1038,0,2641,1008,2128,724,0,2574,921,1569,628,0,9410,1730,7203,1562,0,7017,2015,5831,1432,0,2925,787,2427,592,0,1.03,1.15,1.16,1.76,1.36,1.14,1.17,0.97,0.87,0.86,0.57,0.74,0.88,0.85,2668,3365,1633,1653,7680,5002,2138,2600,2932,1404,941,5641,4399,1835,10/01/05/01@11/02/03/04@16/03/01
9083,2392,9245,1220,0,6331,2726,6961,1683,0,14602,2033,23773,1665,0,8467,1433,16497,1104,0,3655,1539,4743,1033,0,6120,2575,17615,2010,0,5975,1181,10887,1210,0,0.83,0.68,0.57,0.46,0.57,0.23,0.5,1.2,1.47,1.75,2.17,1.75,4.35,2,6691,3605,12569,7034,2116,3545,4794,8025,5278,22108,15393,3710,15605,9677,01/04@01/05/02/04@01/05/02/07@02/19@14/07/02
6969,2288,6863,1222,0,6178,2666,5633,1635,0,11498,2166,12437,1742,0,7463,1412,7131,1016,0,3614,1426,3133,1085,0,5664,2497,5936,1824,0,5456,1110,8227,1040,0,0.83,0.88,0.87,0.99,1.07,0.77,0.6,1.2,1.14,1.15,1.01,0.93,1.3,1.67,4681,3512,9332,6051,2188,3167,4346,5641,3998,10695,6115,2048,4112,7187,02/10
3646,1693,2544,895,0,5048,2002,3982,1177,0,2410,1185,2034,855,0,2931,1141,2122,835,0,3390,1241,2852,1176,0,4458,1920,3219,1533,0,1784,781,1501,603,0,1.18,1.09,1.04,1.39,1.28,1.51,1.12,0.85,0.92,0.96,0.72,0.78,0.66,0.89,1953,3046,1225,1790,2149,2538,1003,1649,2805,1179,1287,1676,1686,898,10/03/01@10/03/05/01@42/04/05
4289,2268,2948,1146,0,4727,2524,3256,1413,0,2901,1466,2524,1020,0,2936,1373,2420,936,0,4263,1911,3963,1495,0,3727,2268,3377,1551,0,2436,1154,2137,930,0,1.12,1.2,0.95,1.05,0.95,0.8,1.06,0.89,0.83,1.05,0.95,1.05,1.25,0.94,2021,2203,1435,1563,2352,1459,1282,1802,1843,1504,1484,2468,1826,1207,10/03/01/01/11@10/03/04/05@16/03/01
22837,2111,23375,1120,0,28747,2671,28859,1567,0,16991,1373,20493,1000,0,22853,1302,23102,887,0,18270,2034,17550,1407,0,23035,2275,11922,1503,0,21151,963,6132,687,0,0.93,0.96,0.8,0.97,1.01,1.99,3.71,1.08,1.04,1.25,1.03,0.99,0.5,0.27,20726,26076,15618,21551,16236,20760,20188,22255,27292,19493,22215,16143,10419,5445,12/01
7430,2110,6473,1027,0,9556,2595,8479,1469,0,5471,1361,5525,980,0,5876,1257,5311,841,0,5885,1797,5654,1229,0,5866,2212,5673,1487,0,4460,949,3159,681,0,0.98,0.99,0.9,1.03,0.92,0.87,1.42,1.02,1.01,1.11,0.97,1.09,1.15,0.7,5320,6961,4110,4619,4088,3654,3511,5446,7010,4545,4470,4425,4186,2478,11/02/03/01/01@11/02/03/04
8403,2610,6851,1249,0,4758,2284,3379,1241,0,6412,1680,6001,1291,0,9286,1562,11199,1296,0,7875,1974,11225,1243,0,6284,2320,16489,1653,0,4059,1244,5125,1059,0,1.03,1.16,1,0.78,0.59,0.27,0.69,0.97,0.86,1,1.28,1.69,3.7,1.45,5793,2474,4732,7724,5901,3964,2815,5602,2138,4710,9903,9982,14836,4066,99
36980,2723,37525,1318,0,27523,2366,23915,1296,0,29620,1724,28851,1225,0,35561,2295,18899,1352,0,38322,2068,23335,1384,0,37922,2326,9329,1344,0,25663,6616,5233,1710,0,0.95,1.11,1.01,1.9,1.65,4.46,5.41,1.05,0.9,0.99,0.53,0.61,0.22,0.18,34257,25157,27896,33266,36254,35596,19047,36207,22619,27626,17547,21951,7985,3523,12/04/02
5846,2520,4615,1198,0,3683,2264,2726,1292,0,4959,1680,5301,1280,0,4973,1435,7768,1078,0,4353,1876,7461,1108,0,4808,2343,19797,1720,0,2784,1042,11370,991,0,0.97,0.99,0.82,0.53,0.39,0.14,0.17,1.03,1.01,1.22,1.89,2.56,7.14,5.88,3326,1419,3279,3538,2477,2465,1742,3417,1434,4021,6690,6353,18077,10379,01/05/02/07@02/10@42/16
3353,2137,2672,1113,0,3572,2420,2736,1431,0,3061,1441,3071,1095,0,2108,1187,1609,817,0,2359,1549,1689,1035,0,2789,2140,2789,1599,0,1900,911,2333,669,0,0.78,0.88,0.82,1.16,1.24,0.55,0.59,1.28,1.14,1.22,0.86,0.81,1.82,1.69,1216,1152,1620,921,810,649,989,1559,1305,1976,792,654,1190,1664,01/07/01@16/19@32/01/03@34/11/03/13
4144,2438,2744,1221,0,3354,2345,2187,1366,0,3134,1841,2785,1379,0,3260,1454,2781,1022,0,3052,1740,2166,1095,0,4326,2384,4139,1700,0,2337,1035,1703,748,0,1.12,1.23,0.92,1.03,1.23,0.8,1.36,0.89,0.81,1.09,0.97,0.81,1.25,0.74,1706,1009,1293,1806,1312,1942,1302,1523,821,1406,1759,1071,2439,955,10/03/04/05@10/03/05/01@16/03/01
4469,2119,3390,1089,0,4722,2397,3741,1453,0,3516,1539,3088,1244,0,2734,1155,2204,815,0,3142,1407,2375,1019,0,3636,1978,2922,1416,0,2283,928,1748,673,0,1.02,1.02,1.07,1.14,1.28,1.1,1.26,0.98,0.98,0.93,0.88,0.78,0.91,0.79,2350,2325,1977,1579,1735,1658,1355,2301,2288,1844,1389,1356,1506,1075,18/02/01/01/01@30/01/05/05/01@40/01@42/04@43/01/03/05
4220,2448,2695,1126,0,3794,2421,3078,1390,0,3295,1869,3116,1379,0,3341,1585,2842,1190,0,3152,1664,2226,1036,0,3831,2434,7117,1883,0,2134,1007,4886,842,0,1.13,0.81,0.82,1.06,1.25,0.27,0.28,0.88,1.23,1.22,0.94,0.8,3.7,3.57,1772,1373,1426,1756,1488,1397,1127,1569,1688,1737,1652,1190,5234,4044,02/13/03@11/02/03/04@42/16
4045,2665,2497,1219,0,3582,2255,2458,1254,0,2288,1485,1958,1012,0,2560,1329,1854,838,0,3370,1947,2132,1142,0,4117,2250,3217,1329,0,2179,1412,2019,1197,0,1.08,1.1,0.85,1.21,1.44,0.99,0.93,0.93,0.91,1.18,0.83,0.69,1.01,1.08,1380,1327,803,1231,1423,1867,767,1278,1204,946,1016,990,1888,822,11/04/03/01
7528,1966,5513,1032,0,9466,2362,6955,1318,0,5899,1370,4866,943,0,7861,1183,7198,801,0,7208,1645,6585,1270,0,6129,2134,3352,1414,0,6236,923,4200,649,0,1.24,1.26,1.15,1.04,1.05,2.06,1.5,0.81,0.79,0.87,0.96,0.95,0.49,0.67,5562,7104,4529,6678,5563,3995,5313,4481,5637,3923,6397,5315,1938,3551,01/04@10/03/01/01/09@10/03/01/03@14/07/03@43/01/03/05
6770,2430,5987,1135,0,6286,2641,6752,1596,0,5106,1869,8058,1449,0,5390,1740,8108,1692,0,3713,1668,5298,1096,0,6512,2554,8711,1867,0,4894,1165,4498,936,0,0.89,0.71,0.49,0.57,0.49,0.58,1.05,1.12,1.41,2.04,1.75,2.04,1.72,0.95,4340,3645,3237,3650,2045,3958,3729,4852,5156,6609,6416,4202,6844,3562,10/01/03/05
4552,2456,3337,1180,0,6318,2536,7441,1560,1,5495,2238,6136,1979,0,4662,1812,3968,1367,0,3122,1856,2192,1030,0,5030,2634,4678,1864,0,3253,1406,2534,1034,0,0.97,0.64,0.78,1.1,1.09,0.85,1.23,1.03,1.56,1.28,0.91,0.92,1.18,0.81,2096,3782,3257,2850,1266,2396,1847,2157,5881,4157,2601,1162,2814,1500,10/01/05/01
3356,1886,2511,949,0,4303,2351,3501,1298,0,2393,1287,2407,896,0,2332,1042,2104,681,0,3109,1579,2940,1202,0,3163,2135,2966,1389,0,2289,919,2112,657,0,0.94,0.89,0.73,0.91,0.88,0.65,0.94,1.06,1.12,1.37,1.1,1.14,1.54,1.06,1470,1952,1106,1290,1530,1028,1370,1562,2203,1511,1423,1738,1577,1455,14/10@34/01/01/03
4004,2421,2406,1144,0,5652,2864,5072,1760,0,3296,1775,2790,1167,0,2916,1405,1878,889,0,3273,1925,2055,1125,0,4235,2382,3625,1505,0,2603,1491,1837,1056,0,1.25,0.84,0.94,1.53,1.45,0.87,1.42,0.8,1.19,1.06,0.65,0.69,1.15,0.7,1583,2788,1521,1511,1348,1853,1112,1262,3312,1623,989,930,2120,781,20/01/01/07/05@20/01/03/03@20/09/04
3543,2502,1876,1136,0,4582,2520,3404,1456,0,2390,1655,2007,1183,0,2404,1384,1650,872,0,2832,2108,1971,1285,0,3784,2387,3639,1449,0,2225,1224,2144,999,0,1.41,1.06,0.89,1.31,1.06,0.64,0.87,0.71,0.94,1.12,0.76,0.94,1.56,1.15,1041,2062,735,1020,724,1397,1001,740,1948,824,778,686,2190,1145,20/01/07
5205,1917,4818,947,0,7346,2336,8662,1292,0,4756,1242,5615,872,0,4552,1117,3701,726,0,4999,1667,3926,1225,0,4430,2081,3162,1311,0,3835,887,2641,632,0,0.85,0.68,0.74,1.15,1.23,1.27,1.47,1.18,1.47,1.35,0.87,0.81,0.79,0.68,3288,5010,3514,3435,3332,2349,2948,3871,7370,4743,2975,2701,1851,2009,01/05/02/04@01/05/02/07@01/05/09/04@01/05/09/07@02/01@02/07@02/19
5665,2557,4099,1237,0,5048,2490,4259,1454,0,4425,1799,4159,1260,0,3971,1458,2899,948,0,5356,2145,4509,1639,0,4995,2478,3657,1511,0,3484,1852,1984,1104,0,1.09,0.91,0.91,1.29,1.12,1.17,1.85,0.92,1.1,1.1,0.78,0.89,0.85,0.54,3108,2558,2626,2513,3211,2517,1632,2862,2805,2899,1951,2870,2146,880,02/19
4486,2480,3238,1186,0,3648,2455,2528,1442,0,7285,4026,8385,4060,0,4195,1981,3402,1458,0,3922,1967,3556,1295,0,4201,2572,3838,1833,0,2757,1176,1814,816,0,0.98,1.1,0.75,1.14,0.86,0.81,1.58,1.02,0.91,1.33,0.88,1.16,1.23,0.63,2006,1193,3259,2214,1955,1629,1581,2052,1086,4325,1944,2261,2005,998,11/04@16/03/03@20/01/21@34/11/03/07
3265,2334,1979,1203,0,3104,2494,1998,1498,0,10155,3384,13401,3475,1,2567,1617,2267,1220,0,2348,1635,1524,997,0,3420,2641,3482,1914,0,1951,1296,1797,907,0,1.2,1.22,0.68,0.91,1.35,0.5,0.74,0.83,0.82,1.47,1.1,0.74,2,1.35,931,610,6771,950,713,779,655,776,500,9926,1047,527,1568,890,14/07/11@14/13@34/01/01/01
4596,1892,4423,959,0,4675,2225,4112,1359,0,3537,1357,4415,1026,0,2893,1104,3820,761,0,3247,1381,5265,1151,0,4455,2138,10788,1725,0,1955,809,7804,651,0,0.78,0.89,0.64,0.58,0.45,0.26,0.16,1.28,1.12,1.56,1.72,2.22,3.85,6.25,2704,2450,2180,1789,1866,2317,1146,3464,2753,3389,3059,4114,9063,7153,01/05/02/07@02/10@02/11@02/13/03@16/21/08@20/01/15
4627,2483,3262,1213,0,4182,2459,3421,1407,0,3838,1699,3723,1213,0,3472,1354,3917,940,0,4212,1894,6114,1417,0,3972,2297,10870,1563,0,3758,1436,7020,1878,0,1.05,0.86,0.85,0.71,0.49,0.18,0.45,0.95,1.16,1.18,1.41,2.04,5.56,2.22,2144,1723,2139,2118,2318,1675,2322,2049,2014,2510,2977,4697,9307,5142,12/01/01
3570,1841,2608,969,0,4526,2218,3740,1160,0,2654,1175,3056,793,0,2452,1021,1526,688,0,3618,1604,2383,1348,0,3258,2008,2590,1294,0,2269,826,1896,562,0,1.05,0.89,0.65,1.71,1.95,0.96,1.08,0.95,1.12,1.54,0.58,0.51,1.04,0.93,1729,2308,1479,1431,2014,1250,1443,1639,2580,2263,838,1035,1296,1334,32/01
4301,2485,2930,1136,0,5301,2520,4650,1485,0,3862,1721,4167,1204,0,3318,1369,3283,872,0,7046,2589,10557,2255,0,4304,2363,9765,1706,0,3120,1400,9045,2005,0,1.01,0.88,0.72,0.81,0.54,0.24,0.24,0.99,1.14,1.39,1.23,1.85,4.17,4.17,1816,2781,2141,1949,4457,1941,1720,1794,3165,2963,2411,8302,8059,7040,01/05/02/07@02/10@02/11@02/13/03@16/21/08@20/01/15@42/16
3102,1960,1901,1035,0,3756,2154,2821,1138,0,1988,1148,1847,820,0,1792,924,1407,618,0,2851,1661,2418,1399,0,3149,2040,2836,1323,0,1736,791,1617,611,0,1.32,0.95,0.82,1.1,1.17,0.73,0.94,0.76,1.05,1.22,0.91,0.85,1.37,1.06,1142,1602,840,868,1190,1109,945,866,1683,1027,789,1019,1513,1006,01/03/16/01@11/04/03/01@38/07@43/01/03/05
6072,2565,4933,1225,0,5822,2659,5313,1613,0,5261,1813,4984,1280,0,4775,1498,5382,1020,0,14584,6956,20073,9173,1,4996,2341,10677,1659,0,4096,1891,8713,2748,0,0.95,0.85,0.93,0.75,0.7,0.29,0.37,1.05,1.18,1.08,1.33,1.43,3.45,2.7,3507,3163,3448,3277,7628,2655,2205,3708,3700,3704,4362,10900,9018,5965,01/06/06/11@02/11@02/13@16/21/05@20/01/15@32/01/01
